id|sentimen|clean_tweet
962|netral| prabowo nilai ekonomi ri salah arah presiden jokowi via
963|netral| tenang sandiaga tanah suci prabowo lakukan warta ekonomi
964|positif| kisah heroik diceritakan orang tim barangkali membuktikan pujian melekat publik tanah air membincangkan begawan ekonomi indonesia prabowo sandiuno
965|negatif| bgmn memimpin negara bicaranya ekonomi mikro fikir perusahaan produksi jual tong kosong nyaring bunyinya oc gagal jakarta dinasionalkan jokowi keluarkan kartu kerja domplrng rumah kerja
966|negatif| wowo kesalahan arah ekonomi mengakibatkan deindustrialisasi salah presidenpresiden jokowi ekonomi indonesia jokowi baikbaik ngehoaks menyalahkan presiden
968|netral| pulau sumatra peruban harga karet turun drastis harga sawit tinggal pemerintahan mencapai
969|netral| debat final pilpres analis politik ekonomi jokowi kritik kebijakannya
971|negatif| prabowo hartanya trilliunan gaji karyawan lunas
972|negatif| lucunya sandi prabowo diajarin ekonomi makro mukidi ngajari ikan berenang
975|negatif| jokowi diwarisi ekonomi bobrok lumayan
976|negatif| mengeluh sandiaga sampe skrg dapet cashback ovo tokped jarang gratis ongkir tlg jokowi bukti ekonomi sulit nama bobby domisili gresik malang
977|negatif| semenjak pemerintahan jokowi harga karet dikisaran ribu kg ribu kg kebon karet ortu diubah kebon kakao kolam ikan menyalahkan pemerintah
978|netral| bahas smule tik tok ekonomi rakyat lbh game mobile legend
979|netral| jokowi tegaskan pancasila nkri bhinneka tunggal ika uud final harga mati berita
980|positif| rakyat butuh kepastian harga terjangkau cari kerja gampang php kartu kartu prabowo sandi solusi bangsa
981|negatif| ngebet presiden prabowo utang triliun bayar pajak
982|negatif| mengatasi cad membangun industri nasional murni milik entrepreneur indonesia membangun kedaulatan pangan energi ekonomi
984|netral| harga tas harga motor mahalan tas jokowi
985|netral| kondisi ekonomi global pemerintah antisipasi keseriusan jokowi membangun ekonomi domestik memperkuat pondasi dasar nasional penduduk indonesia juta orang potensi kekuatan ekonomi indonesia
986|netral| syamsuddin jokowi pencapaian ekonomi diukur contoh sandiaga nurjanah
987|positif| fokus prabowo pertanian pertumbuhan ekonomi harga harga terjangkau fokus jokowi rakyat maen game mobile legend
988|positif| bismillah rabu april mencoblos prabowo sandi samahalnya beramal gaji beliau disumbangkan dhuafa
989|netral| urusan ekonomi perorangan warga daerah mending camat bupati
990|positif| atlet indonesia berestasi dipikirkan pemerintah penghargaan jaminan tua atlet berestasi jokowi hebat indonesia maju
991|negatif| prabowo dinilai mengerti sejarah ekonomi bangsa
992|negatif| nyakitin perasaan demokrat jatah menteri adiknya prabowo nuduh presiden salah kelola ekonomi prabowo salah dituduh mengadu domba cebong waras
993|negatif| nanya seriusan liat debat semalam presiden jokowi ngerti ekonomi presiden
994|netral| silahkan pilih prabowo sandi ambil gaji sepeser teilih
995|positif| sistem ekonomi terbaik sistem ekonomi syariah
996|netral| tolong ditindak petugas arogan bicara kasar menuduh preman pemilik suara mencoblos digaji pajak rakyat id ri ri ri
997|positif| setuju mba alfah jujur kagum uah ilmu hargain pilihan beliau haknya masuk surga beda beliau ngingetin siapasiapa jaminan langsung masuk surga gimana gituh
998|negatif| prabowo buta penerima negara kemiliteran beliau buta prabowo informasi menyesatkan tim ekonominya prabowo wayang diperalat
1000|positif| ekonomi makro tamparan keras pelaku usaha
1001|netral| jokowi temui raja salman warta ekonomi
1002|positif| setuju gus ngehack akun gaya pendukung jokowi damai penuh kasih benci hoax hargai hormati uas beda pilihan kaum jahat buruk adu domba dngn hack akun tenar hoax berhasil
1003|positif| berani mengganti bidang ekonomi hukum srek cawapres mengurangi kecepatan pemerintah tetep optimis
1004|netral| jokowi membantah pembangunan infrastruktur terencana matang menurutnya pembangunan infastruktur tahap pembangunan ekonomi makro
1006|netral| pengeloalan ekonomi makro agregat produksi sektor primer pertanian pertambangan perkebunan pengelolaan ekonomi makro semudah membalikkan tangan jokowi hotel sultan jakarta minggu
1007|netral| jokowi ekonomi diperhatikan pengelolaan ekonomi mikro ekonomi makro
1008|negatif| pribadi percaya prabowo sandi ambil gaji prabowo beli tanah berhektarhektar sandi pengusaha intinya beliau berdua manusia malaikat
1009|negatif| prabowo emang prestasi pake logika mikir beda ma pendukung walkot solo dah dp penghargaan dunia masuk tookoh muslim beengaruh dunia wowo
1010|netral| kekayaan jokowi salah satunya asset tanah property harganya
1011|netral| calon presiden capres nomor urut joko widodo pendapat calon presiden nomor urut prabowo pengelolaan ekonomi indonesia salah arah
1012|negatif| goblok game dimain anak pengaruhnya ekonomi langsung anak skrg suka main game menghilangkan niat kreatifitas aktifiktas ujungnya sdm periode kedepan jokowi fokus sdm
1018|negatif| coba cucumu ajarin jam main game anak cucumu ngegame masuk pelajaran sekolah potensi ekonomi
1019|positif| cuaca cerah menyambut kedatangan presiden iriana bandara internasional king khalid riyadh arab saudi minggu april ws alhamdulillah hujat beliau dihargai dunia
1020|positif| jokowi negarawan sejati semalam jokowi sepenuh hati berusaha merendahkan oposisi memahami permasalahan ekonomi institusi negara pandang oposisi kekanakkanakan
1022|netral| probowo ekonomi indonesia salah jokowi
1023|netral| jokowi mantabkan ekonomi prabowo salahkan
1024|negatif| paradoks tuduh prabowo pro radikal tuduh prabowo hargai ijtimak ulama hadewww
1025|positif| subhanallah kali sejarah bangsa presiden wakilnya mengambil hak gajinya rakyat tau nihh lupa kawal pemilu
1026|positif| keliling pasar cek harga beli petai tasbih ulama umrah menjelang pilpres kayaknya ngikuuuuuuuut
1027|negatif| ekonomi bgmn masyarakat tumbuh aplgi merata presiden hutang meningkat rakyat indonesia membayarnya merata rakyat kartu pra kerja tka china kerjaan please muak
1028|negatif| kelasnya mentok sbenernya gubernur teruji bener urus kota jkt ngaco pendukung ngotot periode kerja bener infrastruktur ekonomi melulu insfrastruktur instrumen
1030|netral| memangnya jokowi ambil walikota solo jokowi ambil gajih sumbangkan
1031|positif| gaji prabowo sabdi serahkan negara kaum duafa pemimpin mulia
1032|positif| sabang merauke bhineka tunggal ika beragam indonesia nkri dijaga idiologi pancasila dirubah harga mati
1033|negatif| pilih jokowi dibegoin liat harga iya harga gaji gaji kerja ngabisin kopi pantry kantor heran
1034|positif| suka jokowi belajarlah menghargai prestasi karya proses pemimpin belajar tweet politik susah namanya suka diapain suka
1035|netral| mahar sederhana jokowi iriana menikah desember solo mahar pernikahan jokowi iriana sederhana mahar alat salat alquran cincin kawin harga cincin kawin ribu
1036|positif| nampaknya ditungguin jokowi tipenya debat menyebut contoh ekonomi nama debat sandi melayangkan bola langsung smesh jokowi game over skak matt mantul eko
1038|negatif| gaji prbwo sandi jt kaum duafa uang tilep ratusan milyar masuk kantong pribadi hadeh miris
1039|positif| prabowo langsung biar cawapres fundamental ekonomi berhubung jae ngotot sesi prabowo kesejahteraan rakyat pertanian
1040|netral| dampak ekonomi langsung asian games meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pertumbuhan pdb nilai ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat
1041|positif| mendukung jokowi seumur hidup presiden turunannya pilih gamers memberantas pengangguran diindonesia kerjanya tiduran pegang hp gaji
1042|positif| trimakasih trimakasih trimakasih prjuangan pelan alhmdllh masy ujung ind merasakan manfaat infrastruktur senang pajak bayar negara dipakai
1043|netral| mosyantax demokrat prabowo hargai kontribusi presiden keenam sby
1044|positif| ekonomi sekedar bertumbuh iyaa bertambah
1045|netral| prabowo salahkan presiden jokowi hargai kontribusi sby
1046|positif| pemimpin negara presiden wakilnya menyerahkan gajinya rakyat keperluan rakyatnya prabowo
1048|negatif| penghasilan jokowi bisnis meubelnya gaji presidennya membodohi kaum kampret
1049|positif| dampak ekonomi langsung asian games meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pertumbuhan pdb nilai ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat
1050|positif| janji gaji diambil bgawal ulama bener coba tps tusuk prabowo sandi
1051|netral| demokrat prabowo hargai kontribusi presiden keenam sby
1052|negatif| jokowi lakukan pengembangan esport mobile legend kedepan prabowo tingkatkan produksi pertanian tingkatkan kualitas buruh turunkan harga fokus
1053|netral| bumn benteng ekonomi negara
1054|netral| jokowi tegaskan nkri bhineka tunggal ika harga mati
1055|positif| sahabat asykar moesa prabowo subianto sandiaga salahuddin uno teilih presiden wakil presiden menyumbangkan gaji kaum dhuafa menerima sepeseun komitmen berdua
1056|netral| tenang prabowo didoain ulama warta ekonomi
1057|positif| aamiin allah berilah kesempatan memimpin indonesia berilah kesempatan membantu memperbaiki ekonomi indonesia aamiin
1058|negatif| sandi sandi bdain ekonomi makro mikro
1059|negatif| sekarng timpang tidur kali rakyat teecah bela priode jaman sby rakyat adem adem ekonomi berjalan
1060|positif| jujur akupun tau bedanya ekonomi makro ekonomi mikro sekua orang memperdebatkan salahnya sandiaga uno sanggah jokowi diem mudeng
1061|negatif| ngnggur digajih ngapain musti capek kerja
1062|negatif| korea singapore australia jokowi silahkan ambil faktanya jaman beliau pertumbuhan ekonomi melambat laju penurunan masy miskin melambat rekor terburuk defisit neraca perdagangan
1063|negatif| bocor sandi oce bankrut keluhan orang dijadikan referensi ekonomi juta orang akal sehatnya hilang
1064|positif| debat jokowi menasehati paslon pengelolaan ekonomi makro membuktikan jokowi menguasai ekonomi
1065|negatif| pertumbuhan ekonomi gaji kagak
1066|negatif| goblok dipelihara jamannya industri kreatif tau omzet pemilik komik juki ratusan juta bulannya woii digaji pengangguran kasian komik juki layak diapresiasi presiden jokowi
1067|positif| merdeka harga bbm papua bikin jokowi melawan mafia jokowi nyinyir pade
1068|negatif| antek asing pki ekonomi amburadul harga raja hutang plongaplongo sekolam berisik prabowo bilang salah jokowi klean prabowo prabowo
1070|negatif| maap memenuhi janji pertumbuhan ekonomi indonesia pakai ngeles alasan maaf terimakasih
1071|positif| mobile legend esport game online diangkat debat capres scope ekonomi kreatif pengadaan platform internet pemerintah makes sense jokowi visioner
1072|negatif| dibanding zaman soeharto ketimpangan ekonomi sesadis
1073|negatif| akibat hutang import amburadul ekonomi bertumbuh rakyat duit makan jajan rakyatnya disuruh main mobile legend
1074|negatif| ekonomi salah arah disalahkn wowo presiden presiden seblm jokowi pribadi buktinya wowo menyalahkn sby
1075|netral| maksimal rakyat membayar pajak harga rendah coba pikir kali
1076|negatif| ucapan pernyataan bowo kesalahan orientasi ekonomi negeri presiden jokowi sungguh luka tersendiri demokrat
1077|negatif| prabowo meneladani karyawan ptkiani konon ambil gaji
1078|netral| menang pilpres prabowo sandiaga pastikan ambil gaji
1079|netral| menghargai jokowi andi
1081|negatif| bowo debat orientasi ekonomi indonesia jalur menyalahkan jokowi pemimpin jokowi
1082|positif| nyo buka youtube dngerin lg ditanyain jokowi pembahasan e sport pokok utamanya adl ekonomi digital mobile legend salah contoh
1083|negatif| bowo menyebut kesalahan arah ekonomi indonesia salah jokowi presidenpresiden
1084|netral| turunkan harga listrik kebutuhan terjangkau mengeluarkan kartu kartu
1085|negatif| perut rakyat isi kartu ekonomi sekedar meroket tekor
1086|positif| jokowi harga mati seprti nkri
1089|netral| wahhh niru capressnya menghargai presiden jokowi jejeran artis lainnnya oom kasihan all out
1090|netral| prabowosandi ambil gaji sepeser teilih presiden
1091|netral| interest kesejahteraan rakyat technologi alat mencapai mencoba menonjolkan pengetahuannya makro ekonomi lengkap tampal ketahui digitech tujuan
1092|negatif| coba cek ktp tulisan ekonomi kaya miskin trus pekerjaan pengangguran alamat rumah asli kontrakan butuh kartu e ktp disempurnakan gampang ditipu polos bego
1093|netral| ekonomi indonesia kesalahan jokowi kali pernyataan
1095|positif| mantaappppp bilang turunkan harga listrik impor panen diteriakkan kencang mantap faktor kebanyakan rakyak kecewa
1096|negatif| fakta pertumbuhan berefek ekonomi negeri pertumbuhan ekonomi jargon kampanye halah halahhhh semoga lekas ganti pemain
1097|negatif| ngomong mudahnya janji ekonomi tumbuh diatas omongane sehat jok
1098|negatif| seandainya prabowo presiden amit amit janjijanjinya terwujud ekonomi makan merosot nyalahin pemerintah jo sby
1099|positif| skali kwalitas cerdas berwawasan luas debat malam menang mutlak layak memimpin bangsa gaji relakan fakir miskin kaum dhuafa
1100|netral| jokowi pertumbuhan ekonomi disyukuri kufur nikmat
1101|positif| sah suara april jokowiamin harga mati nkri maju
1102|positif| capres bilang didebat ekonomi indonesia salah salah pemimpin penggemar salahkan jokowi bosmu bilang salah jokowi
1103|negatif| ekonomi kesehatan pendidikan knp kartu serius nanya
1104|negatif| bloon jakarta suram dipimpin jokowi pertumbuhan ekonomi jakarta rendah
1106|negatif| harga tiket pesawat menggila tolonglah rakyatmu
1109|positif| rakyat jelata rakyat kalangan bwh harga sembako kuasai pemerintah kuasai mafioso menguasai harga mhn trm ksh
1110|negatif| dungu ambil sampel game populer indonesia coc pemain coc menghasilkan uang main game akunnya dijual beli anak smp make duit bapaknya pusing bayaran kredit pajak nguras gajinya
1111|negatif| bayar presiden tinggal potong pajak ajakan beres
1112|positif| terharu baca reply betapa dihargai diapresiasinya jokowi orang
1113|negatif| prabowo pembangunan ekonomi salah arah sistem ekonominya mudahmudahan prabowo sistem ekonomi tertutup chavez cerita hebat venezuela menderita
1114|positif| semoga kabinet memanggil bertugas membangun ekonomi orang disayang tuhan
1115|negatif| bilang optimisme pertumbuhan ekonomi sulit gagal ekonomi mentok optimisme sekedar jargon
1117|negatif| om wowo menyebut kesalahan arah ekonomi indonesia salah presidenpresiden hyperlink
1118|netral| harian jogja kecewa demokrat prabowo hargai kontribusi sby
1119|netral| mia debat ekonomi makro sandiaga disemprot jokowi
1120|netral| namanya jaman modern gaji ditransfer diambil teilih prabowosandi ambil gaji
1122|positif| basicnya pengusaha mencakup perusahaan uno paham ekonomi makro pengelolaan negara kasih contoh kesusahan ngakak dengernya
