id|class|attribute|sentimen|tweet_asli|tweet
292|ekonomi|gaji|netral|Jika Terpilih, Prabowo-Sandiaga Janji Tak Ambil Gaji  https://m.detik.com/news/berita/d-4509616/jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gajiÂ â€¦|pilih prabowo sandiaga janji ambil gaji
293|ekonomi|harga|positif|Kalo mau Listrik Turun, Kalo mau harga terjangkau, Kalo mau pelayanan BPJS baik, Kalo mau Honorer lebih baik  Dll maka #17April2019 Tusuk Prabowo Sandi (TPS).  #ClosingStatement #Debat5Pilpres2019|listrik turun harga jangkau layan bpjs honorer tusuk prabowo sandi tps
294|ekonomi|gaji|netral|Penutup debat pamungkas ala prabowo-sandi. Jika diberi mandat nanti seperserpun gaji tidak akan mereka ambil ðŸ˜­  https://www.facebook.com/roy11.97/videos/993285917541989/Â â€¦|tutup debat pamungkas prabowo sandi mandat seperserpun gaji ambil
295|ekonomi|gaji|negatif|Utang prabowo bwjibun  ..bukan utng ln lho utang pribadinya puluhan triltun jd gaji ngk diambil....busyeettt  jngn2 utang bebas ngk dibayar jemarin2 sdh minta dipailitkan biar ngk bayar  tp pemerintah ngk mau  mk bwrambiai mengumbar janji  https://twitter.com/detikcom/status/1117096276737306625Â â€¦|utang prabowo bwjibun utng ln utang pribadi puluh triltun gaji ambil busyet jngn utang bebas bayar jemarin pailit biar bayar perintah mk bwrambiai umbar janji
296|ekonomi|harga|negatif|Jangan berharap banyak terhadap prabowo untuk saling memahami ataupun menghargai sesama koalisi, bahkan surat kesepakatan untuk menjadikan AHY sebagai cawapres diingkari, apalagi terhadap rakyat, tidak ada kawan dalam politik, yang ada kepentingan sesaat, #selamatkanNKRI|harap prabowo paham harga koalisi surat sepakat jadi cawapres dingkari rakyat kawan politik penting sesat
297|ekonomi|pajak|negatif|Pakai uang pajak atw uang pribadi pak.? Kok anak bini diajak segala.?|pakai uang pajak atw uang pribadi anak bini ajak
298|ekonomi|harga|netral|Mas di samping toko saya pangkalan gas punya agen untuk satu kmpung dan kuota di batasin,harga udah tertera di nomor registrasi pangkalanya @18rb /tbg jadi agen itu gk bÃ¬sa mainkn harga lagi apalagi jÃ¼al ke penjual lg krn kuota trbatasðŸ˜‚,|samping toko pangkal gas agen kmpung kuota batasin harga udah tera nomor registrasi pangkalanya tbg agen sa mainkn harga jual lg kuota trbatas
299|ekonomi|pajak|positif|Yang janjinya mau ngehapusin pajak,  malah bikin hutang negara nambah lho mbak,  adanya pajak itu buat negara lho :)|janji ngehapusin pajak bikin hutang negara nambah mbak pajak negara
300|ekonomi|ekonomi|netral|Jokowi dan Raja Salman Sepakati Kerja Sama di Bidang Ekonomi  https://www.gardaindonews.com/jokowi-dan-raja-salman-sepakati-kerja-sama-di-bidang-ekonomi/Â â€¦|jokowi raja salman sepakat kerja bidang ekonomi
301|ekonomi|harga|positif|ijin menyampaikan bang, aspirasi teman saya, di desanya penghasilan utama berasal dari lada / merica, semenjak rezim ini berkuasa, harga lada jadi murah, mereka berharap ketika Prabowo sandi berkuasa, bisa mengstabilkan harga.|ijin bang aspirasi teman desa hasil utama asal lada merica semenjak rezim kuasa harga lada murah harap prabowo sandi kuasa mengstabilkan harga
302|ekonomi|ekonomi|negatif|Masalahnya Pak @Jokowi janji bahwa ekonomi meroket, eh malah nyungsep. Itu MASALAH-nya. Link dibawah untuk ingatkan Pak @Jokowi atas janji Bpk. Apa Pak @Jokowi mau akui gagal penuhi janji?  Cc: @politik_twit @Fahrihamzah @fadlizon https://money.kompas.com/read/2015/08/05/192311826/Jokowi.Mulai.September.Pertumbuhan.Ekonomi.Indonesia.Akan.MeroketÂ â€¦|janji ekonomi roket nyungsep link bawah ingat janji aku gagal penuh janji
303|ekonomi|pertumbuhan|negatif|Ini maksudnya apa ya pak??? Emangnya ngitung pertumbuhan ekonomi gmn menurut Anda pak @jokowi ?|maksud emang ngitung tumbuh ekonomi
304|ekonomi|pertumbuhan|netral|"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat.   HYPERLINK "" https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦""  https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]"|capai hasil capai tumbuh ekonomi era perintah jk tingkat hyperlink
305|ekonomi|harga|netral|#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Kekompakan bermula dari persatuan, rasa saling menghargai, menghormati dan melengkapi. Dengan begitu pasti bangsa ini dapat berpikir maju kedepan. @jokowi @KHMarufAmin_|kompak satu harga hormat lengkap bangsa pikir maju depan
306|ekonomi|harga|negatif|@detikcom @jokowi Lahh dr games bisa beli mobil mewah. Beli rumah. Punya pendapatan. Dapet penghargaan. Kasih makan orng di rumah. Lw bilang gak berbobot? Lw balik aja k hidup jaman soeharto. Orbaaaa. Hiduppp cendana! #2019DKIJOIN|games beli mobil mewah beli rumah dapat dapet penghargan kasih makan orng rumah lw bilang gak bobot lw hidup jaman soeharto orba hidup cendana
307|ekonomi|harga|netral|"Tnya sj pd diri anda jg apa msh sehat jg g anda? Semua harga ga cuma gas lpg aja yg sudah ada H.E.T Kalau anda mau harga 15-16rb.beli di pangkalan atau agen atau di SPBU yg menyediakan LPG Bnyk yg antri mlh. Desa baik"" aja mas,makane kl anda pgn duitnya bnyk,kerja keras masðŸ˜‚"|tnya sehat harga ga gas lpg e harga 15 rb beli pangkal agen spbu sedia lpg antri mlh desa makane pgn duit kerja keras
309|ekonomi|pajak|netral|Tax Ratio 10, xx % dan ada tax amnesty saja para pengusaha dan pelaku ekonomi sdh berat dan teriak apalagi 16, xx %. Apa yg sudah dijalankan pemerintah jokowi dibidang pajak sudah efektif sekali terbukti dengan tembus target penerimaan pajak 100% pada thn 2018 #DebatPilpres2019|tax ratio 10 tax amnesty usaha laku ekonomi berat teriak 16 jalan perintah jokowi bidang pajak efektif bukti tembus target rim pajak 10 2018
310|ekonomi|ekonomi|negatif|"Ngapain holdang holding pake Istilah ""world class"" segala tapi duitnya parkir Di luar negeri. Tak Ada pengaruh ekonomi ke ekonomi nasional ."|ngapain holdang holding pake istilah world clas duit parkir negeri pengaruh ekonomi ekonomi nasional
311|ekonomi|gaji|netral|Ayo @KPU_ID @KPU_RI segera usut kalian di gaji oleh rakyat...|usut gaji rakyat
312|ekonomi|ekonomi|netral|BENARKAH KONDISI BUMN KITA GOYAH?  Prabowo Subianto mengatakan, Badan Usaha Milik Negara (BUMN) yang menjadi benteng terakhir perekonomian nasional saat ini malah goyah. Benarkah?  Dikutip...  https://www.merdeka.com/uang/disebut-goyah-bumn-cetak-laba-rp-188-triliun-di-2018.htmlÂ â€¦|kondisi bumn goyah prabowo subianto badan usaha milik negara bumn benteng ekonomi nasional sat goyah kutip
316|ekonomi|gaji|negatif|"Dipikirnya pengembangan esport itu main doang? Aplikasi yg ada di smartphone itu byk yg mulainya dr ""main doang"" terus jd aplikasi2 yg byk manfaatnya. Kata siapa pengangguran digaji? Byk baca, buka wawasan. Jgn mpermalukan gen Z."|pikir kembang esport main aplikasi smartphone mulai main aplikasi manfatnya penganguran gaji baca buka wawas mpermalukan gen z
317|ekonomi|harga|positif|Anda sehat?pangkalan itu harga udah di tentukan mas,anda fkir saya bodoh,justru semenjak jokowi subsidi gas di kurangi di alih kan ke dana pkh tadi,jadi cuma Ä‘i bolak balik aja,gk perlu org pinter klw cuma mbolak balik subsidiðŸ˜‚|sehat pangkal harga udah tentu fkir bodoh semenjak jokowi subsidi gas kurang alih dana pkh bolak pinter mbolak subsidi
318|ekonomi|ekonomi|positif|Apapun yang terjadi @ygofficialblink Harga mati!! Apapun yang terjadi Jokowi&Amin untuk NKRI. @kpopzoneID|apa harga mati apa jokowi amin nkri
319|ekonomi|gaji|netral|pak prabowo dan pak sandi pak jokowi itu sudah melakukan semenjak menjadi walikota gaji beliau di kasihkan ke warga solo yang membutuhkan,  ðŸ˜Š|prabowo sandi jokowi semenjak walikota gaji beliau kasih warga solo butuh
320|ekonomi|harga|positif|Prabowo-Sandi memang pasangan yang harmonis, tahu diri dan mengerti posisinya masing-masing ðŸ‘. Bukan pencintraan, bukan kepura-puraan, mereka saling menghargai satu sama lain ðŸ˜˜. Beda dengan pasangan Goal Getter dan Boneka.  #UASdifitnahKejiDanBrutal https://twitter.com/AkunTofa/status/1117297319966199808Â â€¦|prabowo sandi pasang harmonis erti posisi pencintran pura puran harga beda pasang goal geter boneka
321|ekonomi|ekonomi|negatif|LOE katrok loe....tekhnologi digital sekarang mampu meraih pendapatan ekonomi yang harus diperhatikan..prabowo saja yg orang kuno....taunya elus elus ekor kuda|katrok tekhnologi digital raih dapat ekonomi perhati prabowo orang kuno tau elus elus ekor kuda
322|ekonomi|pajak|positif|Yg biasa ngemplang pajak, korupsi maen proyek, mafia impor keknya udh pd meriang takut Prabowo menang.. #TusukPrabowoSandi #UASdifitnahKejiDanBrutal|ngemplang pajak korupsi maen proyek mafia impor kek meriang takut prabowo menang
323|ekonomi|ekonomi|positif|Semoga yg Amanah, ikhlas, tegas, ekonomi pro rakyat kecil, peduli petani, nelayan, buruh, pedagang kecil, yg menuju masyarakat yg adil, makmur, sejahtera dan aman. Insyaallah Pak Prabowo Subianto dan Sandi Aga memenangkan pilpres bulan April. Amin x 3 Yra !!!!|moga amanah ikhlas ekonomi pro rakyat peduli tani nelayan buruh dagang masyarakat adil makmur sejahtera aman insya prabowo subianto sandi aga menang pilpres april amin 3
325|ekonomi|ekonomi|netral|16rb kl anda bl di agen langsung,,malah dapet 15rb...  Kl gas 18rb itu dr agen ,ke konsumen .....artinya orang jualan ya pasti cr untung,,itu namane perputaran roda ekonomiðŸ™|rb bl agen langsung dapet rb gas rb agen konsumen orang jual cr untung namane putar roda ekonomi
326|ekonomi|kemiskinan|negatif|Memilukan, kemiskinanlah yg membuat Hal ini terjadi. Kalau para pendukung jokowi bilang ekonomi meningkat, Hal seperti ini ga Kita temui di tiap acara jokowi|milu miskin dukung jokowi bilang ekonomi tingkat ga temu acara jokowi
327|ekonomi|pajak|positif|"Pak @jokowi kalau bapak jadi boleh tidak saya minta 1 permintaan kecil saja? Tolong hapus kan ""denda"" dari telat bayar (listrik, air, tlp, pajak, bpjs, dll yg kebutuhan inti rakyat), karena denda itu jujur wlwpun kecil nilainya tapi berat untuk kami. #terimakasih"|1 permintan tolong hapus denda telat bayar listrik air tlp pajak bpjs butuh inti rakyat denda jujur wlwpun nilai berat
329|ekonomi|ekonomi|positif|Memiliki pemikiran yang cemerlang untuk kemajuan ekonomi Indonesia melalui konsep ekonomi keumatan, K.H. Maâ€™ruf Amin sangat cocok mendampingi Jokowi maju di pilpres 2019.   #PilihOrangBaik #PilihjelasIslamnya #PilihBajuPutih|milik pikir cemerlang maju ekonomi indonesia konsep ekonomi umat ma ruf amin cocok damping jokowi maju pilpres 2019
330|ekonomi|gaji|positif|Itu cuma utk state bahwa Pakde sudah menaikan gaji dan tunjangan saat Pak Prabowo baru berjanji akan menaikan :)|utk state pakde naik gaji tunjang sat prabowo janji naik
331|ekonomi|ekonomi|positif|17 april 2019  Marilah kita subuh berjamaah Kita gaungkan shalawat dan doa2, semoga @prabowo dan @sandiuno terpilih jd Presiden ke 8 RI.  Semoga beliau Amanah bekerja untuk rakyat, mengembalikan kedaulatan Indonesia secara ekonomi  Semoga kita semua adil makmur|17 april 2019 mari subuh jamah gaung shalawat doa moga pilih presiden 8 ri moga beliau amanah rakyat kembali daulat indonesia ekonomi moga adil makmur
332|ekonomi|ekonomi|positif|PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya krn bosmu udah bilang itu bukan salah Jokowi.  Semakin mantap pilih @jokowi. #PrabowoSalahkanSBY|ps bilang debat adan ekonomi indonesia sat salah salah pimpin utk mar 02 salah jokowi bos udah bilang salah jokowi mantap pilih
333|ekonomi|gaji|negatif|Yuuk ikut amal hadiahnya dengan mencoblos Prabowo-Sandi.  Jadi Presiden-Wapres Tanpa Digaji itu 'Gila' ! | SwaMedium  http://www.swamedium.com/2019/04/14/jadi-presiden-wapres-tanpa-digaji-itu-gila/Â â€¦ lewat @swamedium
334|ekonomi|gaji|positif|Kalau Pak Prabowo dan Bang Sandi tak ambil gaji jika terpilih nanti, dan seluruh gajinya akan diserahkan kepada fakir miskin dan Dhuafa.. maka saya berjanji untuk  terus membersamai orang tua dalam berjuang untuk...  https://www.facebook.com/1314455819/posts/10218671796488784/Â â€¦|prabowo bang sandi ambil gaji pilih gaji serah fakir miskin dhuafa janji sama orang tua juang
335|ekonomi|ekonomi|netral|Jokowi dan Raja Salman Sepakat Tingkatkan Kerja Sama Ekonomi  http://mediaindonesia.com/read/detail/229640-jokowi-dan-raja-salman-sepakat-tingkatkan-kerja-sama-ekonomiÂ â€¦ via @mediaindonesia|jokowi raja salman sepakat tingkat kerja ekonomi via
336|ekonomi|ekonomi|positif|Tapi yang pasti aku lebih tertarik sama programnya jokowi terutama yang trans sumatera. Karna aku mau bgt ekonomi sumatera jauh berkembang dr sekarang.|tarik program jokowi trans sumatera karna ekonomi sumatera kembang
337|ekonomi|harga|positif|Rakyat Indonesia bangga mempunyai Bapak Jokowi yang dihargai oleh Raja arab saudi. Terima kasih Bapak....  https://twitter.com/jokowi/status/1117443800907931648Â â€¦|rakyat indonesia banga jokowi harga raja arab saudi terima kasih
338|ekonomi|ekonomi|positif|Nasionalisme beliau luar biasa didunia internasional, dalam beberapa hari ingin pemilu beliau masih saja berkunjung dan memberikan solusi kerja sama perkembangan ekonomi indonesia yang akan datang, mantab bapak jokowidodo lanjutkan|nasionalisme beliau dunia internasional milu beliau kunjung solusi kerja kembang ekonomi indonesia mantab jokowidodo lanjut
339|ekonomi|ekonomi|netral|7. Jokowi juga mampu mengimbangi serangan Prabosan soal mikro. Dia bahkan sengaja menyeret Prabosan dengan visi makro nya dibidang ekonomi digital dan membahasnya dari sisi mikro. Disini sandi mengalami kesalahan fatal dengan menyebut big data untuk e-KTP.|7 jokowi imbang serang prabosan mikro sengaja seret prabosan visi makro bidang ekonomi digital bahas sisi mikro sandi alami salah fatal sebut big data e ktp
342|ekonomi|harga|netral|"Gas normal"" aja 3kg @18rb Bbm aman"" saja,malah setara harga seluruh indonesia ga seperti dulu.itu artinya keadilan sosial bagi seluruh rakyat indonesia Sembako normal"" aja,mas saya ini jualan makanan jadi setiap hari belanja ke pasar, Belanja ga,bilang mahalðŸ˜‚ Ojo dumehðŸ™"|gas normal kg aman tara harga indonesia ga adil sosial rakyat indonesia sembako normal jual makan belanja pasar belanja ga bilang mahal dumeh
343|ekonomi|ekonomi|netral|Prabowo Sebut Ekonomi Indonesia Salah Arah Karena Presiden Sebelum Jokowi, Kader Demokrat : Kita Keluar Koalisi  http://dlvr.it/R2nxQwÂ  pic.twitter.com/41j78tX8GG|prabowo ekonomi indonesia salah arah presiden jokowi kader demokrat koalisi
344|ekonomi|harga|positif|Do u want to test ur Vice President, sir? ðŸ˜  Saat ini hanya @prabowo @sandiuno solusi utk Indonesia. Mau harga bhn pokok terjangkau, lapangan kerja tersedia, kesejahteraan dan status guru lbh baik, tenaga medis & pasien di perbaiki, maka #TusukPrabowoSandi ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ˜ðŸ˜ðŸ˜ðŸ˜|do want test ur vice president sir sat solusi utk indonesia harga bhn pokok jangkau lapang kerja sedia kesejahteran status guru lbh tenaga medis pasien baik
345|ekonomi|ekonomi|netral|Presiden Jokowi dan Raja Salman Sepakat Tingkatkan Kerjasama Ekonomi  http://rri.co.id/post/berita/661551/nasional/presiden_jokowi_dan_raja_salman_sepakat_tingkatkan_kerjasama_ekonomi.htmlÂ â€¦ lewat @berita_rri|presiden jokowi raja salman sepakat tingkat kerjasama ekonomi
347|ekonomi|ekonomi|positif|Alhamdulillah, dalam membangun ekonomi dan pemerataan yang adil pasti akan mengalami batu aral dan pasti akan ada pihak yang merasa jadi korban.... tapi apa yang bapak kerjakan dan lakukan saat ini saya percaya dan yakin suatu saat anak dan cucu saya yang merasakannya|alhamdulilah bangun ekonomi merat adil alami batu aral korban kerja laku sat percaya sat anak cucu merasakanya
348|ekonomi|ekonomi|positif|Udah jelas unggul @prabowo dong. MENANG TELAK.....!!! EKONOMI MEMANG JAGONYA PAK @sandiuno.|udah ungul menang telak ekonomi jago
350|ekonomi|ekonomi|netral|Jika Terpilih Prabowo-Sandi akan Sumbangkan Gajinya untuk Anak Yatim dan Dhuafa  http://bit.ly/2GpAeRdÂ |pilih prabowo sandi sumbang gaji anak yatim dhuafa
353|ekonomi|ekonomi|positif|Ekonomi salah satu kebangkitan bangsa,teruskan perjuagan pak prabowo_sandi,kami dari padang lawas,sumattra utara (rajuddin harahap)selalu bersama 02.pak prabowo-sandi do'a dan dukugan sama2 kita do'akan,menjadi pak presiden dan wakil presiden thn 2019,amin.|ekonomi salah bangkit bangsa terus perjuagan prabowo sandi padang lawas sumatra utara rajudin harahap 02 prabowo sandi do dukugan do presiden wakil presiden 2019 amin
355|ekonomi|ekonomi|netral|Presiden @jokowi dan Raja Salman menggelar pertemuan bilateral di Istana Pribadi Raja (Al-Qasr Al-Khas), Minggu (14/4) sore.  Dalam pertemuan tersebut Presiden @jokowi dan Raja Salman sepakat akan meningkatkan kerja sama di bidang ekonomi. (Foto dan berita biro pers setpres)  pic.twitter.com/YyJUoMQQBC|presiden raja salman kelar temu bilateral istana pribadi raja qasr khas mingu 14 4 sore temu presiden raja salman sepakat tingkat kerja bidang ekonomi foto berita biro pers setpres
357|ekonomi|harga|netral|"Kalo dekat"" hari H biasanya harga tiketnya turun"|harga tiket turun
360|ekonomi|ekonomi|netral|Jokowi-Salman Sepakati Peningkatan Kerjasama Ekonomi  https://ivoox.id/jokowi-salman-sepakati-peningkatan-kerjasama-ekonomi/Â â€¦|jokowi salman sepakat tingkat kerjasama ekonomi
361|ekonomi|gaji|netral|Menang Pilpres 2019, Prabowo-Sandi Komitmen Tidak Ambil Gaji Walapun Serupiah  https://mujahiddakwah.com/2019/04/menang-pilpres-2019-prabowo-sandi-komitmen-tidak-ambil-gaji-walapun-serupiah/Â â€¦ lewat @ https://twitter.com/mujahiddakwah|menang pilpres 2019 prabowo sandi komitmen ambil gaji walapun rupiah
362|ekonomi|harga|positif|Wajib...pak jokowi 2 periode harga mati....|wajib jokowi 2 periode harga mati
364|ekonomi|ekonomi|negatif|Bikin puisi tentang ekonomi 5 persen kayak nya|bikin puisi ekonomi 5 persen kayak
365|ekonomi|harga|negatif|Ada bukti harga barang di sana turun KARENA TOL ???|bukti harga barang turun tol
366|ekonomi|ekonomi|netral|Jokowi dan Salman sepakati peningkatan kerja sama ekonomi - ANTARA News Jawa Barat  https://jabar.antaranews.com/berita/92587/jokowi-dan-salman-sepakati-peningkatan-kerja-sama-ekonomi#.XLNN83UWAlo.twitterÂ â€¦|jokowi salman sepakat tingkat kerja ekonomi news jawa barat
